timestamp,method,name,response_time_ms,status,error
2026-03-23T15:50:19.068603+05:30,GET,GET /jobs/stats/,354.63,ok,
2026-03-23T15:50:19.085066+05:30,GET,GET /jobs/stats/,366.13,ok,
2026-03-23T15:50:19.831735+05:30,GET,GET /health/,124.92,ok,
2026-03-23T15:50:19.858537+05:30,GET,GET /health/,148.95,ok,
2026-03-23T15:50:20.157847+05:30,POST,POST /jobs/,1448.02,ok,
2026-03-23T15:50:20.292313+05:30,POST,POST /jobs/,584.13,ok,
2026-03-23T15:50:20.298482+05:30,POST,POST /jobs/,1581.29,ok,
2026-03-23T15:50:20.402788+05:30,POST,POST /jobs/,285.47,ok,
2026-03-23T15:50:20.779612+05:30,GET,GET /jobs/stats/,67.82,ok,
2026-03-23T15:50:20.791829+05:30,GET,GET /health/,76.2,ok,
2026-03-23T15:50:21.081136+05:30,POST,POST /jobs/,371.19,ok,
2026-03-23T15:50:21.384410+05:30,POST,POST /jobs/,99.96,ok,
2026-03-23T15:50:21.768705+05:30,GET,GET /jobs/{id}/,52.94,ok,
2026-03-23T15:50:21.783416+05:30,POST,POST /jobs/,227.05,ok,
2026-03-23T15:50:21.787734+05:30,GET,GET /health/,78.16,ok,
2026-03-23T15:50:21.816782+05:30,POST,POST /jobs/,204.37,ok,
2026-03-23T15:50:21.863789+05:30,POST,POST /jobs/,155.32,ok,
2026-03-23T15:50:21.959072+05:30,POST,POST /jobs/,140.95,ok,
2026-03-23T15:50:22.005340+05:30,POST,POST /jobs/,83.76,ok,
2026-03-23T15:50:22.396957+05:30,GET,GET /jobs/{id}/,26.13,ok,
2026-03-23T15:50:22.778394+05:30,GET,GET /health/,64.94,ok,
2026-03-23T15:50:22.906079+05:30,POST,POST /jobs/,193.62,ok,
2026-03-23T15:50:22.917119+05:30,GET,GET /jobs/{id}/,59.67,ok,
2026-03-23T15:50:22.928176+05:30,GET,GET /jobs/{id}/,43.95,ok,
2026-03-23T15:50:23.070534+05:30,POST,POST /jobs/,50.71,ok,
2026-03-23T15:50:23.206278+05:30,GET,GET /jobs/{id}/,44.05,ok,
2026-03-23T15:50:23.223560+05:30,GET,GET /health/,68.49,ok,
2026-03-23T15:50:23.569612+05:30,POST,POST /jobs/,90.68,ok,
2026-03-23T15:50:23.831751+05:30,GET,GET /health/,119.64,ok,
2026-03-23T15:50:23.896418+05:30,GET,GET /jobs/{id}/,69.33,ok,
2026-03-23T15:50:24.002614+05:30,POST,POST /jobs/,291.74,ok,
2026-03-23T15:50:24.043845+05:30,POST,POST /jobs/,320.71,ok,
2026-03-23T15:50:24.080017+05:30,POST,POST /jobs/,366.82,ok,
2026-03-23T15:50:24.182962+05:30,POST,POST /jobs/,438.61,ok,
2026-03-23T15:50:24.199245+05:30,POST,POST /jobs/,370.73,ok,
2026-03-23T15:50:24.241637+05:30,GET,GET /jobs/stats/,30.84,ok,
2026-03-23T15:50:24.461546+05:30,GET,GET /jobs/{id}/,41.89,ok,
2026-03-23T15:50:24.470335+05:30,GET,GET /jobs/{id}/,38.21,ok,
2026-03-23T15:50:24.658989+05:30,GET,GET /health/,32.02,ok,
2026-03-23T15:50:24.693135+05:30,POST,POST /jobs/,115.83,ok,
2026-03-23T15:50:24.766887+05:30,GET,GET /health/,59.48,ok,
2026-03-23T15:50:24.790561+05:30,GET,GET /jobs/stats/,78.08,ok,
2026-03-23T15:50:24.860397+05:30,GET,GET /jobs/{id}/,31.23,ok,
2026-03-23T15:50:24.959117+05:30,GET,GET /jobs/{id}/,30.07,ok,
2026-03-23T15:50:25.236642+05:30,POST,POST /jobs/,137.51,ok,
2026-03-23T15:50:25.390054+05:30,POST,POST /jobs/,49.77,ok,
2026-03-23T15:50:25.440903+05:30,GET,GET /jobs/{id}/,34.68,ok,
2026-03-23T15:50:25.489140+05:30,GET,GET /jobs/stats/,29.58,ok,
2026-03-23T15:50:25.495256+05:30,GET,GET /jobs/{id}/,23.01,ok,
2026-03-23T15:50:25.617977+05:30,GET,GET /jobs/{id}/,25.14,ok,
2026-03-23T15:50:25.740044+05:30,GET,GET /jobs/stats/,39.42,ok,
2026-03-23T15:50:25.800510+05:30,GET,GET /health/,87.35,ok,
2026-03-23T15:50:25.810396+05:30,GET,GET /jobs/stats/,68.84,ok,
2026-03-23T15:50:25.890718+05:30,GET,GET /health/,35.93,ok,
2026-03-23T15:50:25.924412+05:30,GET,GET /health/,24.29,ok,
2026-03-23T15:50:25.968594+05:30,GET,GET /jobs/{id}/,43.85,ok,
2026-03-23T15:50:25.992375+05:30,POST,POST /jobs/,125.88,ok,
2026-03-23T15:50:26.009497+05:30,POST,POST /jobs/,290.98,ok,
2026-03-23T15:50:26.021983+05:30,GET,GET /jobs/{id}/,39.92,ok,
2026-03-23T15:50:26.055981+05:30,POST,POST /jobs/,338.86,ok,
2026-03-23T15:50:26.090128+05:30,POST,POST /jobs/,168.08,ok,
2026-03-23T15:50:26.292667+05:30,POST,POST /jobs/,56.73,ok,
2026-03-23T15:50:26.513881+05:30,POST,POST /jobs/,135.29,ok,
2026-03-23T15:50:26.562525+05:30,GET,GET /jobs/{id}/,66.44,ok,
