timestamp,method,name,response_time_ms,status,error
2026-03-24T00:02:57.153018+05:30,GET,GET /jobs/stats/,1724.08,ok,
2026-03-24T00:02:57.159395+05:30,GET,GET /jobs/stats/,1599.09,ok,
2026-03-24T00:02:57.737517+05:30,GET,GET /jobs/stats/,129.79,ok,
2026-03-24T00:02:57.840264+05:30,GET,GET /health/,1231.58,ok,
2026-03-24T00:02:57.845407+05:30,GET,GET /health/,1238.17,ok,
2026-03-24T00:02:57.854149+05:30,GET,GET /health/,247.37,ok,
2026-03-24T00:02:58.507869+05:30,POST,POST /jobs/,1906.21,ok,
2026-03-24T00:02:58.548003+05:30,POST,POST /jobs/,1938.04,ok,
2026-03-24T00:02:58.576013+05:30,POST,POST /jobs/,1972.94,ok,
2026-03-24T00:02:58.582350+05:30,POST,POST /jobs/,3023.41,ok,
2026-03-24T00:02:58.619359+05:30,POST,POST /jobs/,2006.25,ok,
2026-03-24T00:02:58.626733+05:30,POST,POST /jobs/,1020.8,ok,
2026-03-24T00:02:58.637109+05:30,POST,POST /jobs/,1028.63,ok,
2026-03-24T00:02:58.672988+05:30,POST,POST /jobs/,2062.0,ok,
2026-03-24T00:02:58.682560+05:30,POST,POST /jobs/,2077.41,ok,
2026-03-24T00:02:58.704420+05:30,POST,POST /jobs/,1729.08,ok,
2026-03-24T00:02:58.837667+05:30,GET,GET /jobs/stats/,228.83,ok,
2026-03-24T00:02:58.848283+05:30,GET,GET /health/,240.55,ok,
2026-03-24T00:02:58.958306+05:30,POST,POST /jobs/,1201.32,ok,
2026-03-24T00:02:58.995849+05:30,POST,POST /jobs/,1288.35,ok,
2026-03-24T00:02:58.999892+05:30,POST,POST /jobs/,762.77,ok,
2026-03-24T00:02:59.008094+05:30,POST,POST /jobs/,1119.42,ok,
2026-03-24T00:02:59.017786+05:30,POST,POST /jobs/,826.77,ok,
2026-03-24T00:02:59.026910+05:30,POST,POST /jobs/,714.52,ok,
2026-03-24T00:02:59.074759+05:30,POST,POST /jobs/,544.39,ok,
2026-03-24T00:02:59.136947+05:30,POST,POST /jobs/,412.99,ok,
2026-03-24T00:02:59.628593+05:30,POST,POST /jobs/,150.81,ok,
2026-03-24T00:02:59.951838+05:30,GET,GET /health/,332.51,ok,
2026-03-24T00:03:00.111548+05:30,GET,GET /health/,431.68,ok,
2026-03-24T00:03:00.184352+05:30,GET,GET /health/,211.84,ok,
2026-03-24T00:03:00.190066+05:30,GET,GET /health/,223.84,ok,
2026-03-24T00:03:00.437332+05:30,POST,POST /jobs/,434.16,ok,
2026-03-24T00:03:00.442803+05:30,POST,POST /jobs/,839.2,ok,
2026-03-24T00:03:00.455205+05:30,POST,POST /jobs/,834.64,ok,
2026-03-24T00:03:00.504859+05:30,GET,GET /health/,285.39,ok,
2026-03-24T00:03:00.565723+05:30,POST,POST /jobs/,961.12,ok,
2026-03-24T00:03:00.638550+05:30,POST,POST /jobs/,1032.86,ok,
2026-03-24T00:03:00.651811+05:30,POST,POST /jobs/,1034.75,ok,
2026-03-24T00:03:00.658952+05:30,POST,POST /jobs/,1043.15,ok,
2026-03-24T00:03:00.673777+05:30,GET,GET /jobs/{id}/,259.15,ok,
2026-03-24T00:03:00.739386+05:30,POST,POST /jobs/,1121.09,ok,
2026-03-24T00:03:00.739731+05:30,GET,GET /jobs/{id}/,335.78,ok,
2026-03-24T00:03:00.763076+05:30,POST,POST /jobs/,472.07,ok,
2026-03-24T00:03:00.772093+05:30,POST,POST /jobs/,298.37,ok,
2026-03-24T00:03:00.880959+05:30,GET,GET /health/,275.73,ok,
2026-03-24T00:03:00.908825+05:30,POST,POST /jobs/,1134.37,ok,
2026-03-24T00:03:01.003675+05:30,GET,GET /jobs/{id}/,122.36,ok,
2026-03-24T00:03:01.028803+05:30,GET,GET /jobs/{id}/,208.17,ok,
2026-03-24T00:03:01.139086+05:30,POST,POST /jobs/,1251.12,ok,
2026-03-24T00:03:01.161840+05:30,POST,POST /jobs/,1394.8,ok,
2026-03-24T00:03:01.177246+05:30,POST,POST /jobs/,429.93,ok,
2026-03-24T00:03:01.187181+05:30,GET,GET /jobs/{id}/,268.25,ok,
2026-03-24T00:03:01.203073+05:30,GET,GET /jobs/{id}/,333.28,ok,
2026-03-24T00:03:01.219395+05:30,GET,GET /jobs/stats/,525.91,ok,
2026-03-24T00:03:01.272568+05:30,GET,GET /jobs/stats/,413.84,ok,
2026-03-24T00:03:01.320442+05:30,GET,GET /health/,433.93,ok,
2026-03-24T00:03:01.341984+05:30,GET,GET /jobs/stats/,391.14,ok,
2026-03-24T00:03:01.358781+05:30,GET,GET /health/,425.96,ok,
2026-03-24T00:03:01.399364+05:30,GET,GET /health/,783.44,ok,
2026-03-24T00:03:01.421354+05:30,GET,GET /jobs/stats/,134.35,ok,
2026-03-24T00:03:01.473725+05:30,POST,POST /jobs/,227.92,ok,
2026-03-24T00:03:01.652420+05:30,GET,GET /jobs/{id}/,147.19,ok,
2026-03-24T00:03:01.753906+05:30,GET,GET /jobs/stats/,206.35,ok,
2026-03-24T00:03:01.763928+05:30,POST,POST /jobs/,1155.48,ok,
2026-03-24T00:03:01.776240+05:30,GET,GET /health/,180.47,ok,
2026-03-24T00:03:01.792585+05:30,POST,POST /jobs/,1185.34,ok,
2026-03-24T00:03:01.816695+05:30,GET,GET /jobs/{id}/,160.72,ok,
2026-03-24T00:03:01.817066+05:30,GET,GET /jobs/stats/,240.71,ok,
2026-03-24T00:03:01.817432+05:30,POST,POST /jobs/,1204.0,ok,
2026-03-24T00:03:01.915581+05:30,POST,POST /jobs/,1300.79,ok,
2026-03-24T00:03:01.957693+05:30,POST,POST /jobs/,237.13,ok,
2026-03-24T00:03:02.019821+05:30,POST,POST /jobs/,197.87,ok,
2026-03-24T00:03:02.048989+05:30,GET,GET /health/,341.14,ok,
2026-03-24T00:03:02.102391+05:30,POST,POST /jobs/,905.76,ok,
2026-03-24T00:03:02.102784+05:30,POST,POST /jobs/,703.04,ok,
2026-03-24T00:03:02.140614+05:30,POST,POST /jobs/,774.34,ok,
2026-03-24T00:03:02.246907+05:30,POST,POST /jobs/,162.81,ok,
2026-03-24T00:03:02.275953+05:30,GET,GET /jobs/{id}/,126.17,ok,
2026-03-24T00:03:02.281409+05:30,GET,GET /jobs/{id}/,133.31,ok,
2026-03-24T00:03:02.322662+05:30,GET,GET /jobs/{id}/,148.33,ok,
2026-03-24T00:03:02.365007+05:30,POST,POST /jobs/,757.27,ok,
2026-03-24T00:03:02.509293+05:30,POST,POST /jobs/,900.26,ok,
2026-03-24T00:03:02.521767+05:30,GET,GET /jobs/{id}/,234.4,ok,
2026-03-24T00:03:02.550117+05:30,POST,POST /jobs/,939.61,ok,
2026-03-24T00:03:02.567981+05:30,GET,GET /jobs/stats/,236.9,ok,
2026-03-24T00:03:02.769318+05:30,POST,POST /jobs/,425.71,ok,
2026-03-24T00:03:02.774759+05:30,POST,POST /jobs/,400.21,ok,
2026-03-24T00:03:02.780475+05:30,POST,POST /jobs/,494.44,ok,
2026-03-24T00:03:02.836753+05:30,GET,GET /jobs/{id}/,203.14,ok,
2026-03-24T00:03:02.863893+05:30,GET,GET /health/,159.2,ok,
2026-03-24T00:03:02.948759+05:30,GET,GET /health/,173.7,ok,
2026-03-24T00:03:03.117500+05:30,GET,GET /jobs/stats/,492.62,ok,
2026-03-24T00:03:03.134680+05:30,GET,GET /jobs/{id}/,173.43,ok,
2026-03-24T00:03:03.212362+05:30,GET,GET /health/,190.81,ok,
2026-03-24T00:03:03.251048+05:30,GET,GET /jobs/{id}/,223.68,ok,
2026-03-24T00:03:03.269393+05:30,GET,GET /jobs/{id}/,192.97,ok,
2026-03-24T00:03:03.359643+05:30,GET,GET /jobs/stats/,196.61,ok,
2026-03-24T00:03:03.367143+05:30,GET,GET /jobs/stats/,536.8,ok,
2026-03-24T00:03:03.391040+05:30,GET,GET /jobs/stats/,197.56,ok,
2026-03-24T00:03:03.490555+05:30,GET,GET /jobs/{id}/,207.18,ok,
2026-03-24T00:03:03.727011+05:30,POST,POST /jobs/,1282.13,ok,
2026-03-24T00:03:03.727832+05:30,GET,GET /jobs/{id}/,365.9,ok,
2026-03-24T00:03:03.769414+05:30,POST,POST /jobs/,397.63,ok,
2026-03-24T00:03:03.781802+05:30,POST,POST /jobs/,557.95,ok,
2026-03-24T00:03:03.795635+05:30,GET,GET /jobs/{id}/,370.08,ok,
2026-03-24T00:03:03.821831+05:30,GET,GET /jobs/{id}/,302.77,ok,
2026-03-24T00:03:03.844306+05:30,POST,POST /jobs/,484.32,ok,
2026-03-24T00:03:03.904373+05:30,POST,POST /jobs/,586.86,ok,
