Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774291609,200,,Aggregated,3.900000,3.000000,3000,7500,16000,24000,40000,46000,65000,71000,84000,84000,84000,810,131,3000.0,11675.89808355806,61.54066399903968,83868.15318900335,28238.37160493827
1774291610,200,,Aggregated,3.300000,2.400000,3100,7600,16000,25000,40000,46000,66000,71000,84000,84000,84000,817,137,3100.0,11887.664661794422,61.54066399903968,83868.15318900335,29303.791921664626
1774291611,200,,Aggregated,2.800000,2.000000,3200,7800,18000,25000,41000,48000,66000,76000,86000,86000,86000,824,141,3200.0,12173.612693854428,61.54066399903968,86043.17363000155,30111.625
1774291612,200,,Aggregated,3.000000,2.400000,3300,7900,19000,26000,41000,48000,66000,76000,86000,86000,86000,828,144,3300.0,12310.360243277846,61.54066399903968,86043.17363000155,30680.636473429953
1774291613,200,,Aggregated,3.300000,2.600000,3300,8000,20000,26000,41000,48000,66000,76000,88000,88000,88000,831,147,3300.0,12532.367634722097,61.54066399903968,88236.86125600216,31423.393501805054
1774291614,200,,Aggregated,3.300000,2.600000,3300,8300,22000,28000,42000,48000,66000,77000,89000,89000,89000,838,153,3300.0,12840.571999094345,61.54066399903968,88786.1408969984,32587.27923627685
1774291615,200,,Aggregated,3.600000,2.800000,3400,8600,23000,29000,42000,49000,67000,80000,89000,89000,89000,846,159,3400.0,13108.00560592086,61.54066399903968,88786.1408969984,33770.916075650115
1774291616,200,,Aggregated,4.100000,3.300000,3500,8700,24000,31000,43000,49000,67000,82000,90000,90000,90000,856,168,3500.0,13534.590110690478,61.54066399903968,90078.12966799975,35700.22196261682
1774291617,200,,Aggregated,4.500000,3.600000,3600,9100,24000,31000,43000,49000,67000,82000,90000,90000,90000,863,170,3600.0,13629.930779059148,61.54066399903968,90078.12966799975,35647.55619930475
1774291618,200,,Aggregated,5.200000,4.200000,3600,9300,24000,31000,43000,49000,67000,82000,90000,90000,90000,870,172,3600.0,13809.076933224185,61.54066399903968,90078.12966799975,35863.30804597701
1774291619,200,,Aggregated,5.200000,4.200000,3600,9300,24000,31000,43000,49000,67000,82000,90000,90000,90000,870,172,3600.0,13809.076933224185,61.54066399903968,90078.12966799975,35863.30804597701
1774291620,200,,Aggregated,6.700000,4.700000,3800,9300,25000,32000,43000,50000,67000,82000,90000,90000,90000,877,178,3800.0,14050.47933210838,61.54066399903968,90078.12966799975,37076.25085518814
1774291621,200,,Aggregated,6.700000,4.700000,3800,9300,25000,32000,43000,50000,67000,82000,90000,90000,90000,877,178,3800.0,14050.47933210838,61.54066399903968,90078.12966799975,37076.25085518814
1774291622,200,,Aggregated,5.900000,3.900000,3900,9800,25000,34000,44000,50000,68000,84000,97000,97000,97000,885,185,3900.0,14295.88973718876,61.54066399903968,97244.84829200082,37867.428248587574
1774291623,200,,Aggregated,5.600000,3.900000,4000,9800,25000,34000,44000,50000,68000,84000,97000,97000,97000,886,186,3900.0,14327.262255891703,61.54066399903968,97244.84829200082,38054.60045146727
1774291624,200,,Aggregated,5.400000,3.800000,4100,10000,26000,34000,44000,51000,71000,84000,99000,99000,99000,893,191,4100.0,14630.421449387512,61.54066399903968,99230.32215100102,38885.482642777155
1774291625,200,,Aggregated,5.600000,4.000000,4200,11000,26000,34000,44000,51000,71000,84000,99000,99000,99000,897,191,4200.0,14655.53799040028,61.54066399903968,99230.32215100102,38713.17502787068
1774291626,200,,Aggregated,5.500000,3.800000,4400,11000,27000,34000,44000,51000,71000,84000,99000,99000,99000,902,196,4300.0,14815.95034824618,61.54066399903968,99230.32215100102,39425.54878048781
1774291627,200,,Aggregated,5.500000,3.800000,4400,11000,27000,34000,44000,51000,71000,84000,99000,99000,99000,904,198,4400.0,14877.269531826394,61.54066399903968,99230.32215100102,39788.99668141593
1774291628,200,,Aggregated,5.100000,3.200000,4400,12000,28000,35000,45000,51000,71000,84000,99000,99000,99000,910,203,4400.0,15039.71348808578,61.54066399903968,99230.32215100102,40710.58901098901
